"","county_state","numHospitals","pct_private_non_profit","num_acute_care_hospitals","avg_acute_care_rating","median_acute_care_rating"
"1","LOS ANGELES, CA",83,31.33,79,2.93,3
"2","COOK, IL",49,42.86,46,2.7,3
"3","HARRIS, TX",42,23.81,39,3.21,3
"4","MARICOPA, AZ",37,32.43,33,3.15,3
"5","DALLAS, TX",29,20.69,27,3.2,3
"6","ORANGE, CA",27,18.52,24,2.85,3
"7","TARRANT, TX",23,43.48,22,3.47,4
"8","MIAMI-DADE, FL",21,47.62,20,2.53,3
"9","ALLEGHENY, PA",18,77.78,15,3,3
"10","CLARK, NV",18,38.89,16,1.85,2
"11","OKLAHOMA, OK",18,22.22,18,3.33,3
"12","SAN BERNARDINO, CA",18,44.44,15,2.5,2
"13","CUYAHOGA, OH",17,70.59,15,3.67,4
"14","KING, WA",17,41.18,14,3.31,3
"15","PHILADELPHIA, PA",17,52.94,14,2.75,3
"16","RIVERSIDE, CA",16,6.25,16,2.44,2
"17","SAN DIEGO, CA",16,18.75,15,3.47,3
"18","SAN JUAN, PR",15,33.33,14,2.5,2.5
"19","WAYNE, MI",15,60,14,2.29,2
"20","BALTIMORE CITY, MD",14,57.14,12,NA,NA
"21","BROWARD, FL",14,0,14,2.64,2.5
"22","ALAMEDA, CA",13,38.46,12,2.5,3
"23","BEXAR, TX",13,15.38,12,3.25,3.5
"24","COLLIN, TX",13,23.08,11,3.6,4
"25","SUFFOLK, MA",13,76.92,10,3.33,3
"26","KINGS, NY",12,66.67,12,1.42,1
"27","NEW YORK, NY",12,75,12,2.7,2.5
"28","OAKLAND, MI",12,66.67,12,2.78,3
"29","PALM BEACH, FL",12,25,12,2.33,2
"30","SALT LAKE, UT",12,58.33,10,3.44,3
"31","TRAVIS, TX",12,41.67,11,3.62,4
"32","TULSA, OK",12,33.33,12,3.3,3
"33","MIDDLESEX, MA",11,72.73,11,3.18,3
"34","PINELLAS, FL",11,36.36,10,2.6,2
"35","SUFFOLK, NY",11,72.73,11,2.18,2
"36","WESTCHESTER, NY",11,81.82,10,2.4,2.5
"37","DOUGLAS, NE",10,60,8,3.33,3
"38","FRANKLIN, OH",10,30,9,2.71,2
"39","HAMILTON, OH",10,80,8,3.57,4
"40","HENNEPIN, MN",10,70,8,3.43,4
"41","HILLSBOROUGH, FL",10,30,9,2.44,3
"42","HONOLULU, HI",10,60,7,3.43,3
"43","JACKSON, MO",10,50,9,3.11,3
"44","JOHNSON, KS",10,20,9,3.8,4
"45","KERN, CA",10,30,7,1.86,2
"46","MILWAUKEE, WI",10,60,9,3.43,3
"47","MONTGOMERY, PA",10,40,10,2.57,3
"48","SAINT LOUIS, MO",10,90,9,2.78,3
"49","SAN FRANCISCO, CA",10,40,10,2.78,3
"50","SANTA CLARA, CA",10,30,9,2.78,3
"51","DAVIDSON, TN",9,33.33,9,3,3
"52","DENTON, TX",9,22.22,9,3.2,3
"53","JEFFERSON, AL",9,44.44,8,2.71,3
"54","LAKE, IN",9,55.56,9,3.44,3
"55","MARION, IN",9,55.56,9,3.14,3
"56","NASSAU, NY",9,77.78,9,2,2
"57","PIMA, AZ",9,44.44,9,2.57,3
"58","PULASKI, AR",9,44.44,8,2.75,2.5
"59","SACRAMENTO, CA",9,44.44,8,2.75,3
"60","WORCESTER, MA",9,44.44,8,2.71,3
"61",", AK",8,12.5,1,3,3
"62","DISTRICT OF COLUMBIA, DC",8,37.5,7,1.43,1
"63","EL PASO, TX",8,12.5,7,2,2
"64","FRESNO, CA",8,62.5,7,2.2,2
"65","FULTON, GA",8,50,7,2.43,3
"66","HARTFORD, CT",8,62.5,7,2.5,2.5
"67","LAFAYETTE, LA",8,37.5,8,3.4,3
"68","LUCAS, OH",8,25,8,3.38,4
"69","NEW HAVEN, CT",8,75,8,2.71,3
"70","SAINT LOUIS, MN",8,62.5,5,3,3
"71","SAINT TAMMANY, LA",8,12.5,8,3.4,3
"72","SONOMA, CA",8,12.5,7,3.4,3
"73","BREVARD, FL",7,71.43,7,3.29,4
"74","BUCKS, PA",7,28.57,7,3.8,4
"75","CONTRA COSTA, CA",7,28.57,7,3,3
"76","DUVAL, FL",7,85.71,7,3,3
"77","EAST BATON ROUGE, LA",7,42.86,7,2.8,3
"78","ESSEX, NJ",7,71.43,7,1.86,2
"79","GREENVILLE, SC",7,85.71,6,4.33,4
"80","MECKLENBURG, NC",7,42.86,7,3.33,3
"81","MONTGOMERY, OH",7,28.57,6,3.8,4
"82","MULTNOMAH, OR",7,57.14,6,3,3
"83","PROVIDENCE, RI",7,100,7,3,3
"84","QUEENS, NY",7,71.43,7,1.29,1
"85","SAN JOAQUIN, CA",7,28.57,7,2.43,2
"86","SAN MATEO, CA",7,57.14,7,3.17,3
"87","SHELBY, TN",7,28.57,6,2.33,2
"88","VENTURA, CA",7,42.86,6,2.5,2.5
"89","ALLEN, IN",6,33.33,6,3,3
"90","BERGEN, NJ",6,66.67,6,3,3
"91","BRONX, NY",6,33.33,6,1.33,1
"92","CADDO, LA",6,50,4,3,4
"93","CHARLESTON, SC",6,50,6,3.67,4
"94","DENVER, CO",6,33.33,6,3.6,4
"95","DUPAGE, IL",6,33.33,6,3.5,3.5
"96","ERIE, NY",6,83.33,6,2.33,2
"97","FAIRFIELD, CT",6,83.33,6,2.5,2.5
"98","FORT BEND, TX",6,33.33,6,3.5,3.5
"99","HAMILTON, IN",6,16.67,6,4.2,4
"100","HAMPDEN, MA",6,83.33,5,3.2,3
"101","HAWAII, HI",6,16.67,3,3,3
"102","HIDALGO, TX",6,33.33,6,3.6,4
"103","HUDSON, NJ",6,50,6,1.83,2
"104","LAKE, IL",6,16.67,6,4,4
"105","MIDDLESEX, NJ",6,83.33,5,2.2,2
"106","MINNEHAHA, SD",6,50,4,4.33,4
"107","MONTGOMERY, MD",6,66.67,6,NA,NA
"108","ORLEANS, LA",6,50,5,2.33,2
"109","PASCO, FL",6,33.33,6,2.83,3
"110","PIERCE, WA",6,33.33,5,2.8,3
"111","SEDGWICK, KS",6,0,6,3.75,3.5
"112","SUMMIT, OH",6,50,5,2.67,3
"113","WILLIAMSON, TX",6,50,5,3.25,3.5
"114","BALTIMORE, MD",5,100,5,NA,NA
"115","BERNALILLO, NM",5,20,5,2.8,3
"116","CALCASIEU, LA",5,20,4,3.25,3
"117","CHESTER, PA",5,40,5,3.6,3
"118","DELAWARE, PA",5,80,5,3,3
"119","ESSEX, MA",5,80,5,3.2,3
"120","FAYETTE, KY",5,20,4,2.75,2.5
"121","GRAFTON, NH",5,80,1,3,3
"122","HILLSBOROUGH, NH",5,80,4,3.75,4
"123","HINDS, MS",5,40,5,2.25,2.5
"124","JEFFERSON, LA",5,60,5,3.25,3.5
"125","KANE, IL",5,60,5,3.4,3
"126","KNOX, TN",5,80,4,3,3
"127","LANE, OR",5,80,3,2.67,3
"128","LARIMER, CO",5,60,4,3.67,4
"129","LEHIGH, PA",5,40,5,2.33,2
"130","LUBBOCK, TX",5,20,4,3.5,3.5
"131","MADISON, IL",5,40,4,2.75,3
"132","MOBILE, AL",5,20,4,2.25,2
"133","MONMOUTH, NJ",5,60,5,3.4,3
"134","MONROE, NY",5,80,5,3.5,3.5
"135","MONTGOMERY, TX",5,20,5,2,2
"136","OUACHITA, LA",5,20,5,3,3
"137","PINAL, AZ",5,20,4,3,3
"138","POLK, FL",5,40,5,2.2,2
"139","PRINCE GEORGES, MD",5,60,5,NA,NA
"140","RAMSEY, MN",5,80,4,3.5,3.5
"141","SAINT LAWRENCE, NY",5,80,3,2.67,3
"142","SAINT LOUIS CITY, MO",5,20,3,1.67,2
"143","SANTA BARBARA, CA",5,40,4,3.75,4
"144","SPOKANE, WA",5,40,4,2.75,3
"145","STANISLAUS, CA",5,20,5,2.5,2.5
"146","UTAH, UT",5,60,5,3.5,3.5
"147","VOLUSIA, FL",5,0,5,2.8,3
"148","YORK, PA",5,80,5,2.67,3
"149","ADAMS, CO",4,75,3,2.67,3
"150","ALLEN, OH",4,50,3,3.5,3.5
"151","APACHE, AZ",4,50,2,3,3
"152","AROOSTOOK, ME",4,75,3,3.33,3
"153","ASHTABULA, OH",4,75,2,3,3
"154","BAYAMON, PR",4,0,4,2,2
"155","BOULDER, CO",4,75,4,3.25,3
"156","BRAZOS, TX",4,50,4,3.33,3
"157","BRISTOL, MA",4,25,4,3,3
"158","BROWN, WI",4,25,4,3.25,3.5
"159","BURLINGTON, NJ",4,75,3,3,3
"160","BUTLER, OH",4,100,4,3.75,4
"161","BUTTE, CA",4,75,3,2.67,3
"162","CAMDEN, NJ",4,100,4,3.25,3.5
"163","CAMERON, TX",4,0,4,3.5,3.5
"164","CHAUTAUQUA, NY",4,100,4,2.67,2
"165","CHELAN, WA",4,50,2,3.5,3.5
"166","COCHISE, AZ",4,25,1,1,1
"167","CUMBERLAND, ME",4,75,3,3,3
"168","DANE, WI",4,75,3,4.67,5
"169","DEKALB, GA",4,50,3,2.67,2
"170","DELAWARE, NY",4,100,1,NA,NA
"171","ERIE, PA",4,50,3,3,3
"172","FAIRFAX, VA",4,75,4,3,3
"173","GRANT, WA",4,0,1,3,3
"174","HUMBOLDT, CA",4,50,2,3,3
"175","JEFFERSON, KY",4,100,4,2.5,2.5
"176","KANAWHA, WV",4,50,4,3.33,3
"177","LANCASTER, NE",4,75,4,4,4
"178","LANCASTER, PA",4,0,4,3.25,3
"179","LAUDERDALE, MS",4,50,4,2.5,2.5
"180","LEE, FL",4,25,4,2,2
"181","MACOMB, MI",4,50,4,2,2
"182","MAHONING, OH",4,0,4,2.5,2
"183","MAUI, HI",4,25,1,3,3
"184","MCKINLEY, NM",4,25,4,2,2
"185","MERCER, NJ",4,100,4,1.5,1.5
"186","MERCER, PA",4,50,4,3,3
"187","MOHAVE, AZ",4,0,4,2.25,2
"188","MONTCALM, MI",4,50,2,4,4
"189","MONTEREY, CA",4,25,4,3.75,3.5
"190","NAVAJO, AZ",4,50,2,4,4
"191","NORFOLK CITY, VA",4,50,3,3.33,3
"192","NORFOLK, MA",4,50,4,3.25,3
"193","NUECES, TX",4,50,3,3.67,4
"194","OCEAN, NJ",4,75,4,3,3
"195","ORANGE, FL",4,75,3,2.67,3
"196","ORANGE, NY",4,25,4,2.75,3
"197","PENNINGTON, SD",4,25,4,3,3
"198","PENOBSCOT, ME",4,75,2,3,3
"199","POLK, IA",4,75,4,3.25,3
"200","PONCE, PR",4,75,4,2,2
"201","RANKIN, MS",4,0,4,2.5,2.5
"202","RICHMOND, GA",4,0,4,2,2
"203","ROCK, WI",4,75,3,3.33,3
"204","SAINT CHARLES, MO",4,50,4,2.5,2.5
"205","SAINT CLAIR, IL",4,75,4,3,3
"206","SARASOTA, FL",4,0,4,3.75,3.5
"207","SHASTA, CA",4,25,3,3.5,3.5
"208","SIOUX, IA",4,50,0,NA,NA
"209","SMITH, TX",4,25,4,4,4
"210","SNOHOMISH, WA",4,25,4,2.75,3
"211","SOLANO, CA",4,25,4,2.75,3
"212","STARK, OH",4,25,4,3.5,3.5
"213","STEARNS, MN",4,100,1,4,4
"214","TANGIPAHOA, LA",4,0,2,3,3
"215","TULARE, CA",4,25,4,2.33,2
"216","WAKE, NC",4,75,4,3.25,3
"217","WASHINGTON, OR",4,75,4,3.5,3.5
"218","WASHINGTON, PA",4,75,4,2.67,3
"219","WASHOE, NV",4,25,3,2.33,3
"220","WASHTENAW, MI",4,50,4,3.33,3
"221","WAUKESHA, WI",4,75,4,3.75,4
"222","WINNEBAGO, WI",4,75,3,3.67,4
"223","YAKIMA, WA",4,50,3,2.33,2
"224","ADA, ID",3,33.33,3,4,4
"225","ALBANY, NY",3,100,3,2.33,2
"226","ANCHORAGE, AK",3,0,3,2.67,3
"227","ARAPAHOE, CO",3,0,3,3.67,4
"228","BALDWIN, AL",3,33.33,3,3,3
"229","BARRON, WI",3,33.33,1,4,4
"230","BARTON, KS",3,33.33,1,3,3
"231","BELL, TX",3,66.67,3,3.67,4
"232","BELMONT, OH",3,66.67,2,3,3
"233","BENTON, AR",3,0,2,3.5,3.5
"234","BENTON, WA",3,33.33,2,3,3
"235","BERKS, PA",3,0,3,2.5,2.5
"236","BIBB, GA",3,33.33,3,3,3
"237","BLACK HAWK, IA",3,66.67,3,3,3
"238","BLAIR, PA",3,100,2,2.5,2.5
"239","BRADFORD, PA",3,66.67,2,2.5,2.5
"240","BRAZORIA, TX",3,33.33,2,3,3
"241","BROWN, MN",3,66.67,0,NA,NA
"242","CALHOUN, AL",3,0,3,2.67,3
"243","CHARLOTTE, FL",3,0,3,2.33,2
"244","CHATHAM, GA",3,33.33,3,2.33,2
"245","CHIPPEWA, WI",3,33.33,1,4,4
"246","CLACKAMAS, OR",3,33.33,3,3,3
"247","CLAY, MO",3,0,2,3.5,3.5
"248","CLEVELAND, OK",3,0,2,4,4
"249","COCONINO, AZ",3,33.33,2,3.5,3.5
"250","COLLIER, FL",3,33.33,3,2.5,2.5
"251","COLORADO, TX",3,33.33,2,3,3
"252","COMANCHE, OK",3,0,3,3,3
"253","COOS, NH",3,100,0,NA,NA
"254","COOS, OR",3,0,1,1,1
"255","CREEK, OK",3,33.33,1,3,3
"256","DAKOTA, MN",3,0,3,3.33,3
"257","DAWSON, NE",3,0,0,NA,NA
"258","DEFIANCE, OH",3,33.33,1,4,4
"259","DODGE, WI",3,66.67,2,4,4
"260","DOUGLAS, CO",3,66.67,3,3.33,3
"261","DUBUQUE, IA",3,66.67,2,3.5,3.5
"262","DURHAM, NC",3,0,3,3.5,3.5
"263","EAU CLAIRE, WI",3,33.33,3,4.5,4.5
"264","ECTOR, TX",3,33.33,3,2.5,2.5
"265","ESCAMBIA, FL",3,66.67,3,3,3
"266","FLATHEAD, MT",3,66.67,2,4,4
"267","FLORENCE, SC",3,0,3,3,3
"268","FLOYD, KY",3,66.67,1,2,2
"269","FORSYTH, NC",3,66.67,3,3,3
"270","GARLAND, AR",3,33.33,3,2,2
"271","GENESEE, MI",3,33.33,3,1.67,2
"272","GILA, AZ",3,33.33,2,3,3
"273","GRANT, WI",3,100,0,NA,NA
"274","GRAYSON, TX",3,0,3,2.5,2.5
"275","GREGG, TX",3,33.33,3,3.5,3.5
"276","HAMILTON, TN",3,0,3,3,3
"277","HANCOCK, ME",3,66.67,1,5,5
"278","HARRISON, MS",3,0,3,2.33,2
"279","HORRY, SC",3,66.67,3,3.33,3
"280","HUMACAO, PR",3,33.33,3,NA,NA
"281","HURON, MI",3,33.33,1,4,4
"282","IREDELL, NC",3,33.33,3,2.67,3
"283","ITASCA, MN",3,66.67,1,3,3
"284","JACKSON, OR",3,33.33,3,3.33,4
"285","JASPER, MO",3,0,2,3,3
"286","JEFFERSON, CO",3,33.33,3,3.5,3.5
"287","JEFFERSON, NY",3,100,1,2,2
"288","JEFFERSON, TX",3,33.33,3,3,3
"289","JOHNSON, TX",3,0,3,4,4
"290","JONES, TX",3,0,3,3,3
"291","KAUAI, HI",3,0,1,4,4
"292","KENT, MI",3,66.67,3,3.67,4
"293","LA SALLE, IL",3,100,2,3.5,3.5
"294","LACKAWANNA, PA",3,33.33,3,1.67,2
"295","LAFOURCHE, LA",3,33.33,1,4,4
"296","LAKE, FL",3,33.33,3,2.33,2
"297","LORAIN, OH",3,100,2,3.5,3.5
"298","LUZERNE, PA",3,66.67,3,3,3
"299","LYCOMING, PA",3,66.67,1,4,4
"300","MADISON, IN",3,66.67,2,4,4
"301","MANATEE, FL",3,0,3,2.33,2
"302","MARIN, CA",3,0,3,3.33,3
"303","MARION, OR",3,66.67,3,3,3
"304","MAYAGUEZ, PR",3,33.33,3,NA,NA
"305","MCCRACKEN, KY",3,33.33,3,2.5,2.5
"306","MCHENRY, IL",3,66.67,2,4.5,4.5
"307","MCPHERSON, KS",3,66.67,2,3,3
"308","MENDOCINO, CA",3,0,1,3,3
"309","MERRIMACK, NH",3,100,1,4,4
"310","MESA, CO",3,66.67,2,3,3
"311","MONROE, FL",3,66.67,1,1,1
"312","MONTGOMERY, AL",3,33.33,3,3.67,3
"313","MORRIS, NJ",3,66.67,3,2.67,2
"314","MUSCOGEE, GA",3,33.33,3,3.33,3
"315","NATRONA, WY",3,0,3,3,3
"316","NESHOBA, MS",3,33.33,2,3,3
"317","NEW CASTLE, DE",3,100,2,4,4
"318","NIAGARA, NY",3,33.33,3,2.33,2
"319","NORTHAMPTON, PA",3,66.67,3,3.33,4
"320","OKALOOSA, FL",3,33.33,3,3.33,3
"321","OKANOGAN, WA",3,0,0,NA,NA
"322","ONEIDA, NY",3,100,3,1.67,2
"323","ONONDAGA, NY",3,66.67,3,2,2
"324","ONTARIO, NY",3,100,3,3,3
"325","OSAGE, OK",3,0,1,2,2
"326","OSCEOLA, FL",3,0,3,2,2
"327","OTTAWA, MI",3,66.67,3,4,4
"328","OUTAGAMIE, WI",3,100,2,3.5,3.5
"329","OZAUKEE, WI",3,66.67,3,3.5,3.5
"330","PEORIA, IL",3,66.67,3,3.33,3
"331","PLACER, CA",3,33.33,3,4,4
"332","PLUMAS, CA",3,0,0,NA,NA
"333","PLYMOUTH, MA",3,33.33,3,3,3
"334","POLK, WI",3,100,0,NA,NA
"335","POTTER, TX",3,33.33,3,3.5,3.5
"336","RANDOLPH, IL",3,0,0,NA,NA
"337","RAPIDES, LA",3,0,3,3,3
"338","RENSSELAER, NY",3,100,3,2.5,2.5
"339","RICHLAND, SC",3,66.67,3,2.67,2
"340","RICHMOND CITY, VA",3,66.67,2,3,3
"341","ROCKINGHAM, NH",3,33.33,3,3.33,3
"342","ROCKLAND, NY",3,0,3,2,2
"343","ROOSEVELT, MT",3,100,0,NA,NA
"344","RUTHERFORD, TN",3,0,3,3,3
"345","SAGINAW, MI",3,33.33,3,2,2
"346","SAINT CLAIR, MI",3,33.33,3,2.67,3
"347","SAINT CROIX, WI",3,100,0,NA,NA
"348","SAN LUIS OBISPO, CA",3,0,3,3.33,3
"349","SANILAC, MI",3,100,0,NA,NA
"350","SANTA CRUZ, CA",3,33.33,3,3.5,3.5
"351","SANTA ROSA, FL",3,33.33,3,3.33,3
"352","SAUK, WI",3,66.67,2,4.5,4.5
"353","SCHUYLKILL, PA",3,100,3,2.67,2
"354","SKAGIT, WA",3,0,2,3.5,3.5
"355","SOMERSET, PA",3,66.67,2,3,3
"356","ST JOSEPH, IN",3,66.67,3,4,4
"357","STEUBEN, NY",3,33.33,3,3.33,3
"358","SULLIVAN, TN",3,66.67,3,3,3
"359","SUSSEX, DE",3,100,3,3.67,4
"360","TERREBONNE, LA",3,0,3,3,3
"361","ULSTER, NY",3,66.67,2,2.5,2.5
"362","UNION, NJ",3,66.67,3,2.33,2
"363","WARRICK, IN",3,33.33,2,4,4
"364","WASHINGTON, AR",3,33.33,3,3,3
"365","WESTMORELAND, PA",3,0,3,3.33,3
"366","WICHITA, TX",3,33.33,2,4,4
"367","WILL, IL",3,66.67,3,2.67,2
"368","WINNEBAGO, IL",3,33.33,3,3.33,3
"369",", GU",2,50,2,3,3
"370",", VI",2,0,2,2,2
"371","ACADIA, LA",2,0,1,2,2
"372","ADAMS, WA",2,0,0,NA,NA
"373","ALACHUA, FL",2,50,2,2.5,2.5
"374","ALLEGANY, NY",2,100,1,2,2
"375","ALLEN, LA",2,0,2,3,3
"376","ANDROSCOGGIN, ME",2,100,2,3.5,3.5
"377","ANGELINA, TX",2,50,2,3,3
"378","ANNE ARUNDEL, MD",2,50,2,NA,NA
"379","ANOKA, MN",2,50,2,3.5,3.5
"380","ARECIBO, PR",2,50,2,NA,NA
"381","ARKANSAS, AR",2,100,1,4,4
"382","ARLINGTON, VA",2,100,2,4,4
"383","ASCENSION, LA",2,50,1,3,3
"384","ATLANTIC, NJ",2,50,2,3.5,3.5
"385","AVOYELLES, LA",2,0,1,3,3
"386","BARBER, KS",2,0,0,NA,NA
"387","BARNSTABLE, MA",2,100,2,3.5,3.5
"388","BARRY, MO",2,50,0,NA,NA
"389","BAY, FL",2,0,2,3,3
"390","BEAUFORT, SC",2,0,2,3,3
"391","BEAVER, UT",2,0,0,NA,NA
"392","BELL, KY",2,50,2,3.5,3.5
"393","BELTRAMI, MN",2,50,2,3,3
"394","BERKSHIRE, MA",2,50,1,4,4
"395","BERRIEN, MI",2,100,2,3.5,3.5
"396","BIG HORN, MT",2,0,0,NA,NA
"397","BIG HORN, WY",2,0,0,NA,NA
"398","BIG STONE, MN",2,50,0,NA,NA
"399","BINGHAM, ID",2,50,1,NA,NA
"400","BLAINE, OK",2,0,0,NA,NA
"401","BON HOMME, SD",2,0,0,NA,NA
"402","BONNEVILLE, ID",2,0,2,4,4
"403","BOONE, MO",2,0,2,3,3
"404","BOWIE, TX",2,0,2,2.5,2.5
"405","BOX ELDER, UT",2,50,2,3,3
"406","BOYD, KY",2,100,2,3,3
"407","BREMER, IA",2,50,0,NA,NA
"408","BROOME, NY",2,100,2,1.5,1.5
"409","BROWN, KS",2,50,0,NA,NA
"410","BROWN, SD",2,50,2,4.5,4.5
"411","BRUNSWICK, NC",2,0,1,3,3
"412","BUFFALO, NE",2,0,2,3,3
"413","BUREAU, IL",2,50,1,4,4
"414","BURLEIGH, ND",2,100,2,3.5,3.5
"415","BURNET, TX",2,100,1,NA,NA
"416","BUTLER, AL",2,0,2,3,3
"417","BUTLER, KS",2,50,2,3.5,3.5
"418","BUTLER, MO",2,50,2,2.5,2.5
"419","CABELL, WV",2,50,2,2.5,2.5
"420","CACHE, UT",2,50,2,4,4
"421","CADDO, OK",2,50,0,NA,NA
"422","CAGUAS, PR",2,50,2,2,2
"423","CALDWELL, LA",2,0,2,3.5,3.5
"424","CALHOUN, MI",2,0,2,4,4
"425","CAMBRIA, PA",2,0,2,3,3
"426","CAMPBELL, TN",2,0,2,2.5,2.5
"427","CANADIAN, OK",2,50,2,3,3
"428","CANYON, ID",2,0,2,4,4
"429","CAPE GIRARDEAU, MO",2,50,2,2.5,2.5
"430","CARBON, PA",2,50,2,2.5,2.5
"431","CARLTON, MN",2,50,0,NA,NA
"432","CARROLL, AR",2,50,0,NA,NA
"433","CARROLL, GA",2,0,2,3,3
"434","CARROLL, IA",2,50,1,4,4
"435","CARROLL, NH",2,100,0,NA,NA
"436","CARROLL, TN",2,50,2,3,3
"437","CARSON CITY, NV",2,100,2,3.5,3.5
"438","CARTER, OK",2,100,1,3,3
"439","CASCADE, MT",2,50,2,4,4
"440","CASS, MO",2,50,1,3,3
"441","CASS, ND",2,100,2,3.5,3.5
"442","CATAWBA, NC",2,0,2,3,3
"443","CHAMBERS, TX",2,0,0,NA,NA
"444","CHAMPAIGN, IL",2,50,2,3,3
"445","CHARLES MIX, SD",2,50,0,NA,NA
"446","CHAVES, NM",2,0,2,2.5,2.5
"447","CHEMUNG, NY",2,100,2,2,2
"448","CHEROKEE, KS",2,0,1,NA,NA
"449","CHEROKEE, OK",2,0,2,3,3
"450","CHEROKEE, TX",2,100,1,3,3
"451","CHESTERFIELD, VA",2,0,2,2.5,2.5
"452","CHOUTEAU, MT",2,0,0,NA,NA
"453","CHRISTIAN, IL",2,100,0,NA,NA
"454","CIBOLA, NM",2,0,1,NA,NA
"455","CITRUS, FL",2,0,2,2,2
"456","CLALLAM, WA",2,0,1,2,2
"457","CLARK, IN",2,0,2,2,2
"458","CLARK, KS",2,0,0,NA,NA
"459","CLARK, OH",2,100,2,3,3
"460","CLARK, WA",2,100,2,3,3
"461","CLARKE, AL",2,0,2,3,3
"462","CLARKE, GA",2,50,2,3.5,3.5
"463","CLATSOP, OR",2,0,0,NA,NA
"464","CLAY, FL",2,50,2,3,3
"465","CLAYTON, IA",2,50,0,NA,NA
"466","CLEARFIELD, PA",2,0,2,3,3
"467","CLEVELAND, NC",2,0,2,4,4
"468","CLINTON, IA",2,100,1,2,2
"469","CLINTON, PA",2,50,1,3,3
"470","COBB, GA",2,0,2,2.5,2.5
"471","COFFEE, TN",2,0,2,2.5,2.5
"472","COLBERT, AL",2,0,2,2.5,2.5
"473","COLE, MO",2,50,2,3.5,3.5
"474","COLQUITT, GA",2,0,2,3,3
"475","COLUMBIA, FL",2,100,2,3,3
"476","COLUMBIA, PA",2,50,2,3,3
"477","COLUMBIA, WI",2,100,1,2,2
"478","COLUMBIANA, OH",2,100,2,3,3
"479","COOKE, TX",2,0,1,4,4
"480","COTTONWOOD, MN",2,50,0,NA,NA
