"","county_state","numHospitals","pct_private_non_profit","num_acute_care_hospitals","avg_acute_care_rating","median_acute_care_rating"
"481","COVINGTON, AL",2,50,2,2.5,2.5
"482","COWETA, GA",2,50,2,3.5,3.5
"483","COWLEY, KS",2,0,1,3,3
"484","CRAIGHEAD, AR",2,100,2,2,2
"485","CRAWFORD, KS",2,50,1,3,3
"486","CRAWFORD, OH",2,0,0,NA,NA
"487","CRAWFORD, PA",2,100,1,2,2
"488","CROW WING, MN",2,50,1,3,3
"489","CUMBERLAND, PA",2,50,2,3.5,3.5
"490","CUMBERLAND, TN",2,50,2,3,3
"491","CUSTER, NE",2,50,0,NA,NA
"492","CUSTER, OK",2,0,1,3,3
"493","DARLINGTON, SC",2,50,2,2,2
"494","DAUPHIN, PA",2,0,2,3,3
"495","DAVIDSON, NC",2,100,2,2.5,2.5
"496","DAVIS, UT",2,0,2,3,3
"497","DE WITT, TX",2,50,1,4,4
"498","DEKALB, IL",2,100,1,4,4
"499","DESCHUTES, OR",2,100,2,3.5,3.5
"500","DESHA, AR",2,100,0,NA,NA
"501","DESOTO, MS",2,100,2,3,3
"502","DICKINSON, KS",2,0,0,NA,NA
"503","DONA ANA, NM",2,0,2,2.5,2.5
"504","DOUGLAS, OR",2,0,1,3,3
"505","DUTCHESS, NY",2,100,2,2.5,2.5
"506","EATON, MI",2,50,0,NA,NA
"507","EDDY, NM",2,0,2,3,3
"508","EL DORADO, CA",2,50,2,3.5,3.5
"509","EL PASO, CO",2,50,2,3.5,3.5
"510","ELKHART, IN",2,50,2,3.5,3.5
"511","ELLIS, TX",2,50,2,3,3
"512","ELMORE, AL",2,50,2,3.5,3.5
"513","ESCAMBIA, AL",2,0,2,3,3
"514","ESSEX, NY",2,100,0,NA,NA
"515","ETOWAH, AL",2,0,2,2.5,2.5
"516","EVANGELINE, LA",2,0,2,3.5,3.5
"517","FAIRFIELD, OH",2,50,2,2,2
"518","FAJARDO, PR",2,0,2,NA,NA
"519","FAULKNER, AR",2,100,2,3,3
"520","FAYETTE, IA",2,50,0,NA,NA
"521","FAYETTE, PA",2,50,2,3,3
"522","FAYETTE, WV",2,50,0,NA,NA
"523","FLOYD, GA",2,0,2,3.5,3.5
"524","FLOYD, IN",2,0,2,2,2
"525","FOND DU LAC, WI",2,100,1,3,3
"526","FORREST, MS",2,50,2,2.5,2.5
"527","FRANKLIN, AL",2,0,1,3,3
"528","FRANKLIN, NY",2,0,2,3.5,3.5
"529","FRANKLIN, PA",2,100,2,3.5,3.5
"530","FRIO, TX",2,50,2,NA,NA
"531","GALLATIN, MT",2,100,2,3,3
"532","GALVESTON, TX",2,50,1,2,2
"533","GARFIELD, CO",2,50,1,3,3
"534","GARFIELD, OK",2,50,2,4,4
"535","GARVIN, OK",2,0,2,3,3
"536","GEORGETOWN, SC",2,100,2,3.5,3.5
"537","GLACIER, MT",2,50,1,NA,NA
"538","GOODHUE, MN",2,100,1,4,4
"539","GRAND FORKS, ND",2,0,1,3,3
"540","GRAYS HARBOR, WA",2,50,1,2,2
"541","GREENE, MO",2,50,2,3.5,3.5
"542","GREENE, OH",2,100,2,3,3
"543","GREENE, TN",2,100,2,3,3
"544","GREGORY, SD",2,100,0,NA,NA
"545","GUAYANILLA, PR",2,50,2,NA,NA
"546","GUILFORD, NC",2,100,2,3.5,3.5
"547","GWINNETT, GA",2,0,2,3.5,3.5
"548","HALIFAX, NC",2,100,1,3,3
"549","HAMBLEN, TN",2,0,2,1.5,1.5
"550","HAMPSHIRE, MA",2,100,2,3.5,3.5
"551","HARDEMAN, TX",2,0,0,NA,NA
"552","HARFORD, MD",2,50,2,NA,NA
"553","HARPER, KS",2,0,0,NA,NA
"554","HAYS, TX",2,100,2,3.5,3.5
"555","HENDERSON, NC",2,50,2,3.5,3.5
"556","HENDRICKS, IN",2,0,2,4.5,4.5
"557","HENRICO, VA",2,0,2,4,4
"558","HENRY, IL",2,0,0,NA,NA
"559","HERNANDO, FL",2,0,2,2.5,2.5
"560","HIGHLAND, OH",2,50,0,NA,NA
"561","HIGHLANDS, FL",2,0,2,2.5,2.5
"562","HOLT, NE",2,50,0,NA,NA
"563","HOUGHTON, MI",2,50,1,3,3
"564","HOUSTON, AL",2,0,2,3.5,3.5
"565","HOUSTON, GA",2,100,2,3.5,3.5
"566","HOWARD, IN",2,50,2,3.5,3.5
"567","HOWELL, MO",2,50,1,3,3
"568","HURON, OH",2,50,1,4,4
"569","HUTCHINSON, SD",2,100,0,NA,NA
"570","IDAHO, ID",2,50,0,NA,NA
"571","IMPERIAL, CA",2,0,2,2,2
"572","INDIAN RIVER, FL",2,0,2,2.5,2.5
"573","INGHAM, MI",2,50,2,2.5,2.5
"574","INYO, CA",2,0,0,NA,NA
"575","JACKSON, FL",2,0,1,3,3
"576","JACKSON, IL",2,100,1,3,3
"577","JAMES CITY, VA",2,100,2,4,4
"578","JEFFERSON, IL",2,50,2,2.5,2.5
"579","JEFFERSON, MO",2,100,2,3,3
"580","JEFFERSON, PA",2,100,1,4,4
"581","JOHNSON, IA",2,0,2,4.5,4.5
"582","KALAMAZOO, MI",2,50,2,3,3
"583","KANKAKEE, IL",2,50,2,4,4
"584","KAY, OK",2,50,2,3.5,3.5
"585","KENNEBEC, ME",2,50,2,4,4
"586","KENOSHA, WI",2,50,2,3.5,3.5
"587","KLICKITAT, WA",2,0,0,NA,NA
"588","KNOX, IL",2,0,2,3,3
"589","KNOX, KY",2,50,1,3,3
"590","KOOTENAI, ID",2,0,2,3,3
"591","LA CROSSE, WI",2,100,2,4,4
"592","LA PAZ, AZ",2,50,0,NA,NA
"593","LA PLATA, CO",2,0,2,5,5
"594","LA PORTE, IN",2,50,2,3,3
"595","LA SALLE, LA",2,0,1,3,3
"596","LABETTE, KS",2,0,1,4,4
"597","LAC QUI PARLE, MN",2,0,0,NA,NA
"598","LAKE, CA",2,50,0,NA,NA
"599","LAKE, MT",2,100,0,NA,NA
"600","LATIMER, OK",2,0,2,3,3
"601","LAWRENCE, IN",2,100,0,NA,NA
"602","LAWRENCE, PA",2,50,2,3,3
"603","LAWRENCE, SD",2,100,1,4,4
"604","LE FLORE, OK",2,0,1,3,3
"605","LEA, NM",2,0,1,2,2
"606","LEAVENWORTH, KS",2,50,2,4,4
"607","LEE, IA",2,100,2,3,3
"608","LENAWEE, MI",2,50,1,3,3
"609","LEON, FL",2,50,2,2.5,2.5
"610","LEWIS, WA",2,0,1,3,3
"611","LEXINGTON, SC",2,50,2,3,3
"612","LIBERTY, TX",2,0,1,NA,NA
"613","LIMESTONE, AL",2,0,2,2,2
"614","LIMESTONE, TX",2,0,1,3,3
"615","LINCOLN, MN",2,100,0,NA,NA
"616","LINCOLN, OK",2,50,0,NA,NA
"617","LINCOLN, OR",2,100,0,NA,NA
"618","LINCOLN, WA",2,0,0,NA,NA
"619","LINCOLN, WI",2,0,0,NA,NA
"620","LINCOLN, WY",2,0,0,NA,NA
"621","LINN, IA",2,50,2,4,4
"622","LINN, OR",2,0,1,2,2
"623","LITCHFIELD, CT",2,50,2,2.5,2.5
"624","LIVINGSTON, MI",2,50,2,4,4
"625","LOGAN, AR",2,50,0,NA,NA
"626","LOUDOUN, VA",2,50,2,3,3
"627","LYON, MN",2,100,0,NA,NA
"628","MACON, IL",2,50,2,2.5,2.5
"629","MACON, NC",2,100,0,NA,NA
"630","MACOUPIN, IL",2,100,0,NA,NA
"631","MADISON, AL",2,0,2,3,3
"632","MADISON, KY",2,100,1,3,3
"633","MADISON, MT",2,0,0,NA,NA
"634","MADISON, NY",2,50,1,3,3
"635","MADISON, TN",2,0,2,3,3
"636","MANATI, PR",2,0,2,2,2
"637","MANITOWOC, WI",2,50,2,4,4
"638","MARATHON, WI",2,50,2,3,3
"639","MARION, AL",2,50,2,4.5,4.5
"640","MARION, FL",2,0,2,2,2
"641","MARION, IA",2,50,0,NA,NA
"642","MARION, IL",2,0,1,4,4
"643","MARION, KS",2,0,0,NA,NA
"644","MARQUETTE, MI",2,0,1,3,3
"645","MARSHALL, IN",2,50,1,3,3
"646","MATAGORDA, TX",2,50,1,3,3
"647","MCINTOSH, ND",2,50,0,NA,NA
"648","MCKEAN, PA",2,100,2,3.5,3.5
"649","MCLEAN, IL",2,0,2,3.5,3.5
"650","MCLEAN, ND",2,50,0,NA,NA
"651","MCLENNAN, TX",2,50,2,2,2
"652","MCLEOD, MN",2,100,1,4,4
"653","MEDINA, OH",2,100,1,4,4
"654","MERCED, CA",2,100,2,2.5,2.5
"655","MERCER, WV",2,0,2,2.5,2.5
"656","MILAM, TX",2,0,1,NA,NA
"657","MILLARD, UT",2,100,0,NA,NA
"658","MISSISSIPPI, AR",2,0,1,2,2
"659","MISSOULA, MT",2,50,2,3.5,3.5
"660","MODOC, CA",2,0,0,NA,NA
"661","MONONGALIA, WV",2,100,2,2.5,2.5
"662","MONROE, IN",2,50,2,4,4
"663","MONROE, MS",2,50,1,3,3
"664","MONROE, PA",2,100,2,4,4
"665","MONROE, WI",2,50,0,NA,NA
"666","MONTGOMERY, IL",2,50,0,NA,NA
"667","MONTGOMERY, VA",2,50,2,3,3
"668","MORGAN, CO",2,0,1,3,3
"669","NACOGDOCHES, TX",2,0,2,3,3
"670","NAPA, CA",2,50,2,3,3
"671","NEMAHA, KS",2,100,0,NA,NA
"672","NESS, KS",2,0,0,NA,NA
"673","NEVADA, CA",2,0,1,3,3
"674","NEW HANOVER, NC",2,50,2,3,3
"675","NEW LONDON, CT",2,50,2,3.5,3.5
"676","NEWPORT NEWS CITY, VA",2,100,2,3,3
"677","OBRIEN, IA",2,50,0,NA,NA
"678","OCONTO, WI",2,100,0,NA,NA
"679","OHIO, WV",2,50,2,2,2
"680","OKMULGEE, OK",2,0,2,2.5,2.5
"681","OLMSTED, MN",2,50,2,4,4
"682","ONEIDA, WI",2,50,2,3.5,3.5
"683","OTERO, NM",2,50,2,2,2
"684","OTOE, NE",2,0,0,NA,NA
"685","OTSEGO, NY",2,50,2,2,2
"686","OTTER TAIL, MN",2,50,1,4,4
"687","OXFORD, ME",2,100,0,NA,NA
"688","PACIFIC, WA",2,0,0,NA,NA
"689","PAGE, IA",2,50,0,NA,NA
"690","PARK, WY",2,0,0,NA,NA
"691","PASSAIC, NJ",2,0,2,1.5,1.5
"692","PAYNE, OK",2,0,2,3.5,3.5
"693","PEARL RIVER, MS",2,0,1,2,2
"694","PECOS, TX",2,0,1,3,3
"695","PERRY, IL",2,50,0,NA,NA
"696","PETERSBURG CITY, VA",2,0,2,2,2
"697","PHILLIPS, CO",2,0,0,NA,NA
"698","PICKENS, SC",2,100,2,3,3
"699","PIERCE, NE",2,50,0,NA,NA
"700","PIKE, KY",2,50,2,2.5,2.5
"701","PIKE, MS",2,0,2,3,3
"702","PISCATAQUIS, ME",2,50,0,NA,NA
"703","POLK, MN",2,100,0,NA,NA
"704","PONTOTOC, OK",2,50,2,3,3
"705","POTTAWATOMIE, KS",2,50,0,NA,NA
"706","POTTAWATTAMIE, IA",2,100,2,3.5,3.5
"707","PRINCE WILLIAM, VA",2,100,2,2.5,2.5
"708","PUEBLO, CO",2,50,2,4,4
"709","RACINE, WI",2,50,2,3.5,3.5
"710","RALEIGH, WV",2,50,2,2,2
"711","RENO, KS",2,0,2,2,2
"712","RICHLAND, LA",2,0,1,3,3
"713","RICHLAND, OH",2,100,1,2,2
"714","RICHMOND, NY",2,100,2,1,1
"715","RILEY, KS",2,0,2,3,3
"716","RIO BLANCO, CO",2,0,0,NA,NA
"717","ROCK ISLAND, IL",2,0,2,2.5,2.5
"718","ROCKWALL, TX",2,0,2,3,3
"719","ROGERS, OK",2,0,2,3,3
"720","ROLETTE, ND",2,50,1,NA,NA
"721","RUNNELS, TX",2,0,0,NA,NA
"722","SAINT FRANCOIS, MO",2,100,1,3,3
"723","SAINT JOSEPH, MI",2,0,2,3.5,3.5
"724","SAINT LUCIE, FL",2,0,2,2,2
"725","SAINT MARY, LA",2,0,1,3,3
"726","SALEM, NJ",2,100,2,3,3
"727","SALINE, IL",2,50,1,3,3
"728","SALINE, KS",2,50,2,3,3
"729","SALINE, MO",2,50,1,3,3
"730","SALINE, NE",2,50,0,NA,NA
"731","SAN GERMAN, PR",2,50,2,2,2
"732","SAN JUAN, NM",2,50,2,2,2
"733","SAN JUAN, UT",2,50,0,NA,NA
"734","SANDUSKY, OH",2,0,2,4,4
"735","SANGAMON, IL",2,50,2,2.5,2.5
"736","SANPETE, UT",2,50,0,NA,NA
"737","SANTA FE, NM",2,50,2,2,2
"738","SARPY, NE",2,0,2,3,3
"739","SCHENECTADY, NY",2,50,2,2,2
"740","SCIOTO, OH",2,50,2,4,4
"741","SCOTT, IA",2,50,2,3.5,3.5
"742","SCOTT, MN",2,50,1,3,3
"743","SCOTT, MS",2,100,0,NA,NA
"744","SEBASTIAN, AR",2,50,2,2.5,2.5
"745","SENECA, OH",2,50,1,4,4
"746","SHAWNEE, KS",2,50,2,3.5,3.5
"747","SHEBOYGAN, WI",2,100,2,3.5,3.5
"748","SIMPSON, MS",2,50,1,3,3
"749","SISKIYOU, CA",2,0,0,NA,NA
"750","SITKA, AK",2,50,0,NA,NA
"751","SOMERSET, ME",2,50,0,NA,NA
"752","SPARTANBURG, SC",2,0,2,3,3
"753","STEVENS, WA",2,0,0,NA,NA
"754","STORY, IA",2,0,1,3,3
"755","STRAFFORD, NH",2,100,2,4,4
"756","SULLIVAN, NY",2,50,1,2,2
"757","SUMNER, KS",2,0,1,NA,NA
"758","SUMNER, TN",2,0,2,2.5,2.5
"759","SUNFLOWER, MS",2,0,1,3,3
"760","SURRY, NC",2,50,2,3.5,3.5
"761","SUSQUEHANNA, PA",2,100,0,NA,NA
"762","SWAIN, NC",2,50,1,NA,NA
"763","SWEETWATER, WY",2,0,2,2,2
"764","SWIFT, MN",2,0,0,NA,NA
"765","TALLADEGA, AL",2,50,2,3,3
"766","TALLAPOOSA, AL",2,50,2,3,3
"767","TAYLOR, TX",2,50,2,3.5,3.5
"768","TAZEWELL, IL",2,100,1,3,3
"769","TAZEWELL, VA",2,0,2,3.5,3.5
"770","THURSTON, WA",2,100,2,3,3
"771","TIPPECANOE, IN",2,50,2,3.5,3.5
"772","TODD, MN",2,50,0,NA,NA
"773","TOLLAND, CT",2,50,2,3,3
"774","TOM GREEN, TX",2,50,2,3.5,3.5
"775","TRAILL, ND",2,100,0,NA,NA
"776","TREMPEALEAU, WI",2,50,0,NA,NA
"777","TRUMBULL, OH",2,0,2,4,4
"778","TUSCARAWAS, OH",2,0,1,3,3
"779","TUSCOLA, MI",2,100,0,NA,NA
"780","UMATILLA, OR",2,50,0,NA,NA
"781","UNION, LA",2,50,0,NA,NA
"782","UPTON, TX",2,0,0,NA,NA
"783","VALLEY, ID",2,50,0,NA,NA
"784","VAN BUREN, MI",2,50,1,4,4
"785","VANDERBURGH, IN",2,100,2,3,3
"786","VERMILION, IL",2,50,1,2,2
"787","VERMILION, LA",2,0,1,3,3
"788","VERNON, LA",2,0,2,3,3
"789","VERNON, WI",2,100,0,NA,NA
"790","VICTORIA, TX",2,0,2,4,4
"791","VIGO, IN",2,50,2,3.5,3.5
"792","VIRGINIA BEACH CITY, VA",2,0,2,3.5,3.5
"793","WABASHA, MN",2,100,0,NA,NA
"794","WALLA WALLA, WA",2,50,2,3,3
"795","WALSH, ND",2,50,0,NA,NA
"796","WALTON, FL",2,0,2,4,4
"797","WALWORTH, WI",2,100,1,4,4
"798","WARD, ND",2,100,1,1,1
"799","WARREN, KY",2,50,2,3.5,3.5
"800","WARREN, NJ",2,0,2,3,3
"801","WASHBURN, WI",2,50,0,NA,NA
"802","WASHINGTON, KS",2,0,0,NA,NA
"803","WASHINGTON, LA",2,0,1,3,3
"804","WASHINGTON, ME",2,100,0,NA,NA
"805","WASHINGTON, MN",2,100,2,4,4
"806","WASHINGTON, OH",2,50,1,2,2
"807","WASHINGTON, RI",2,100,2,4,4
"808","WASHINGTON, TN",2,100,2,3,3
"809","WASHINGTON, WI",2,100,2,3.5,3.5
"810","WATONWAN, MN",2,0,0,NA,NA
"811","WAYNE, OH",2,50,1,3,3
"812","WEBB, TX",2,0,2,3,3
"813","WEBER, UT",2,50,2,3,3
"814","WEBSTER, LA",2,50,2,4,4
"815","WHARTON, TX",2,50,2,3,3
"816","WHEELER, TX",2,0,0,NA,NA
"817","WHITESIDE, IL",2,0,1,4,4
"818","WHITMAN, WA",2,0,0,NA,NA
"819","WILLIAMS, ND",2,50,0,NA,NA
"820","WILLIAMS, OH",2,50,1,4,4
"821","WILLIAMSON, IL",2,50,2,2.5,2.5
"822","WILSON, KS",2,0,0,NA,NA
"823","WINDHAM, CT",2,100,2,3,3
"824","WINDHAM, VT",2,100,1,4,4
"825","WINDSOR, VT",2,100,0,NA,NA
"826","WOOD, TX",2,100,0,NA,NA
"827","WOOD, WI",2,50,2,2.5,2.5
"828","WOODBURY, IA",2,100,2,3,3
"829","WRIGHT, IA",2,0,0,NA,NA
"830","WRIGHT, MN",2,0,1,4,4
"831","WYANDOTTE, KS",2,0,2,3.5,3.5
"832","YAMHILL, OR",2,50,2,3.5,3.5
"833","YANKTON, SD",2,50,2,4,4
"834","YAVAPAI, AZ",2,50,2,3,3
"835","YELL, AR",2,50,1,3,3
"836","YELLOW MEDICINE, MN",2,0,0,NA,NA
"837","YELLOWSTONE, MT",2,50,2,4,4
"838","YOLO, CA",2,0,2,3.5,3.5
"839","YORK, ME",2,100,2,3.5,3.5
"840","YORK, NE",2,100,0,NA,NA
"841","YOUNG, TX",2,0,1,3,3
"842","YUMA, CO",2,0,0,NA,NA
"843",", AS",1,0,1,NA,NA
"844",", MP",1,0,1,NA,NA
"845",", SD",1,0,1,NA,NA
"846","ABBEVILLE, SC",1,0,0,NA,NA
"847","ACCOMACK, VA",1,100,1,4,4
"848","ADAIR, IA",1,0,0,NA,NA
"849","ADAIR, KY",1,0,1,4,4
"850","ADAIR, MO",1,0,1,4,4
"851","ADAIR, OK",1,100,1,4,4
"852","ADAMS, IA",1,100,0,NA,NA
"853","ADAMS, IL",1,100,1,3,3
"854","ADAMS, IN",1,0,0,NA,NA
"855","ADAMS, MS",1,0,1,2,2
"856","ADAMS, ND",1,100,0,NA,NA
"857","ADAMS, NE",1,0,1,3,3
"858","ADAMS, OH",1,0,0,NA,NA
"859","ADAMS, PA",1,0,1,4,4
"860","ADAMS, WI",1,100,0,NA,NA
"861","ADDISON, VT",1,100,0,NA,NA
"862","AGUADILLA, PR",1,0,1,NA,NA
"863","AIBONITO, PR",1,100,1,NA,NA
"864","AIKEN, SC",1,0,1,2,2
"865","AITKIN, MN",1,100,0,NA,NA
"866","ALAMANCE, NC",1,100,1,3,3
"867","ALAMOSA, CO",1,100,1,3,3
"868","ALBANY, WY",1,0,1,4,4
"869","ALBEMARLE, VA",1,100,1,3,3
"870","ALCORN, MS",1,0,1,2,2
"871","ALEXANDRIA CITY, VA",1,100,1,3,3
"872","ALGER, MI",1,100,0,NA,NA
"873","ALLAMAKEE, IA",1,0,0,NA,NA
"874","ALLEGAN, MI",1,0,0,NA,NA
"875","ALLEGANY, MD",1,100,1,NA,NA
"876","ALLEGHANY, NC",1,100,0,NA,NA
"877","ALLEGHANY, VA",1,100,1,3,3
"878","ALLEN, KS",1,0,0,NA,NA
"879","ALLEN, KY",1,100,0,NA,NA
"880","ALLENDALE, SC",1,0,0,NA,NA
"881","ALPENA, MI",1,0,1,4,4
"882","AMADOR, CA",1,100,1,2,2
"883","ANDERSON, KS",1,100,0,NA,NA
"884","ANDERSON, SC",1,100,1,3,3
"885","ANDERSON, TN",1,100,1,3,3
"886","ANDERSON, TX",1,0,1,3,3
"887","ANDREWS, TX",1,0,1,3,3
"888","ANSON, NC",1,0,1,3,3
"889","ANTELOPE, NE",1,100,0,NA,NA
"890","APPANOOSE, IA",1,100,0,NA,NA
"891","APPLING, GA",1,0,1,3,3
"892","ARCHULETA, CO",1,0,0,NA,NA
"893","ARENAC, MI",1,0,0,NA,NA
"894","ARMSTRONG, PA",1,100,1,4,4
"895","ARROYO, PR",1,100,1,NA,NA
"896","ASHE, NC",1,100,0,NA,NA
"897","ASHLAND, OH",1,0,1,4,4
"898","ASHLAND, WI",1,100,0,NA,NA
"899","ASHLEY, AR",1,100,0,NA,NA
"900","ASOTIN, WA",1,100,0,NA,NA
"901","ASSUMPTION, LA",1,100,0,NA,NA
"902","ATASCOSA, TX",1,0,1,3,3
"903","ATCHISON, KS",1,100,0,NA,NA
"904","ATCHISON, MO",1,100,0,NA,NA
"905","ATHENS, OH",1,0,1,3,3
"906","ATOKA, OK",1,0,0,NA,NA
"907","ATTALA, MS",1,0,0,NA,NA
"908","AUDRAIN, MO",1,100,1,3,3
"909","AUDUBON, IA",1,0,0,NA,NA
"910","AUGLAIZE, OH",1,100,1,4,4
"911","AUGUSTA, VA",1,100,1,3,3
"912","AUSTIN, TX",1,0,1,3,3
"913","AUTAUGA, AL",1,0,1,4,4
"914","AVERY, NC",1,100,0,NA,NA
"915","BACA, CO",1,0,0,NA,NA
"916","BACON, GA",1,0,0,NA,NA
"917","BAILEY, TX",1,0,0,NA,NA
"918","BAKER, FL",1,0,1,NA,NA
"919","BAKER, OR",1,0,0,NA,NA
"920","BALDWIN, GA",1,100,1,3,3
"921","BANNOCK, ID",1,0,1,3,3
"922","BARAGA, MI",1,0,0,NA,NA
"923","BARBOUR, AL",1,0,1,3,3
"924","BARBOUR, WV",1,100,0,NA,NA
"925","BARNES, ND",1,0,0,NA,NA
"926","BARREN, KY",1,0,1,3,3
"927","BARROW, GA",1,0,1,3,3
"928","BARRY, MI",1,0,1,3,3
"929","BARTHOLOMEW, IN",1,0,1,4,4
"930","BARTON, MO",1,0,0,NA,NA
"931","BARTOW, GA",1,100,1,4,4
"932","BASTROP, TX",1,0,1,3,3
"933","BATES, MO",1,0,1,3,3
"934","BATH, VA",1,100,0,NA,NA
"935","BAXTER, AR",1,100,1,3,3
"936","BAY, MI",1,100,1,3,3
"937","BAYLOR, TX",1,0,1,4,4
"938","BEADLE, SD",1,100,0,NA,NA
"939","BEAR LAKE, ID",1,0,0,NA,NA
"940","BEAUFORT, NC",1,100,1,3,3
"941","BEAUREGARD, LA",1,0,1,3,3
"942","BEAVER, OK",1,0,0,NA,NA
"943","BEAVER, PA",1,100,1,2,2
"944","BEAVERHEAD, MT",1,0,0,NA,NA
"945","BECKER, MN",1,0,1,4,4
"946","BECKHAM, OK",1,100,1,3,3
"947","BEDFORD, PA",1,0,1,3,3
"948","BEDFORD, TN",1,0,1,1,1
"949","BEDFORD, VA",1,100,1,3,3
"950","BEE, TX",1,0,1,3,3
"951","BELKNAP, NH",1,100,1,3,3
"952","BEN HILL, GA",1,0,1,3,3
"953","BENEWAH, ID",1,0,0,NA,NA
"954","BENNETT, SD",1,0,0,NA,NA
"955","BENNINGTON, VT",1,100,1,4,4
"956","BENTON, IA",1,100,0,NA,NA
"957","BENTON, OR",1,100,1,3,3
"958","BENTON, TN",1,0,0,NA,NA
"959","BENZIE, MI",1,0,0,NA,NA
"960","BERKELEY, WV",1,100,1,3,3
"961","BERRIEN, GA",1,0,1,NA,NA
"962","BERTIE, NC",1,100,0,NA,NA
"963","BETHEL, AK",1,0,1,3,3
"964","BIBB, AL",1,0,1,NA,NA
"965","BIENVILLE, LA",1,0,0,NA,NA
"966","BLACKFORD, IN",1,100,0,NA,NA
"967","BLADEN, NC",1,100,0,NA,NA
"968","BLAINE, ID",1,100,0,NA,NA
"969","BLAINE, MT",1,0,0,NA,NA
"970","BLECKLEY, GA",1,0,0,NA,NA
"971","BLEDSOE, TN",1,0,0,NA,NA
"972","BLOUNT, AL",1,100,0,NA,NA
"973","BLOUNT, TN",1,0,1,2,2
"974","BLUE EARTH, MN",1,100,1,3,3
"975","BOLIVAR, MS",1,0,1,2,2
"976","BOND, IL",1,100,1,4,4
"977","BONNER, ID",1,100,0,NA,NA
"978","BOONE, AR",1,0,1,3,3
"979","BOONE, IA",1,0,0,NA,NA
"980","BOONE, IN",1,0,1,4,4
"981","BOONE, KY",1,100,1,3,3
"982","BOONE, NE",1,0,0,NA,NA
"983","BOONE, WV",1,0,0,NA,NA
"984","BOSQUE, TX",1,0,0,NA,NA
"985","BOSSIER, LA",1,100,1,5,5
"986","BOTTINEAU, ND",1,0,0,NA,NA
"987","BOUNDARY, ID",1,0,0,NA,NA
"988","BOURBON, KS",1,0,1,3,3
"989","BOURBON, KY",1,0,1,3,3
"990","BOWMAN, ND",1,100,0,NA,NA
"991","BOX BUTTE, NE",1,0,0,NA,NA
"992","BOYD, NE",1,100,0,NA,NA
